Albumn,Artist,Release date,Genre,Label,Meta_Score
Bluenote Cafe [Live],Neil Young,Nov 13 2015,['Pop/Rock'],['Reprise'],75
Junun,Shye Ben-Tzur,Nov 13 2015,['Pop/Rock'],['Nonesuch'],79
Beyond Belief,Mark McGuire,Nov 13 2015,['Electronic'],['Dead Oceans Records'],80
We Are Nots,Nots,Nov 13 2015,['Pop/Rock'],['Goner Records'],75
City Lake [Reissue],Bing & Ruth,Nov 13 2015,['Experimental'],['RVNG Intl.'],79
Solo: Songs and Collaborations 1982-2015,Tracey Thorn,Nov 13 2015,['Vocal'],['Caroline'],73
"Songs from the North I, II & III",Swallow the Sun,Nov 13 2015,['Pop/Rock'],['Century Media'],78
Gode,André Bratten,Nov 13 2015,['Electronic'],['Smalltown Supersound'],82
Mini Album Thingy Wingy,The Brian Jonestown Massacre,Nov 13 2015,['Pop/Rock'],['A Recordings'],71
Fake Yoga,Foxymorons,Nov 6 2015,['Pop/Rock'],['Foxyphoton Records'],73
On The Move,Slim Chance,Nov 6 2015,['Folk-Rock'],['Fishpool Records'],84
EVENIFUDONTBELIEVE,Rustie,Nov 6 2015,['Electronic'],['Warp'],74
Perfectamundo,Billy Gibbons & the BFG's,Nov 6 2015,['Pop/Rock'],['Concord'],67
Elaenia,Floating Points,Nov 6 2015,['Electronic'],['Luaka Bop'],85
West Kirby Country Primary,Bill Ryder-Jones,Nov 6 2015,['Pop/Rock'],['Domino'],81
Nothing,Kode9,Nov 6 2015,['Electronic'],['Hyperdub'],77
Making Time,Jamie Woon,Nov 6 2015,['R&B'],['Polydor'],71
"The Bootleg Series, Vol. 12: The Cutting Edge 1965-1966",Bob Dylan,Nov 6 2015,['Folk'],['Legacy'],99
Delirium,Ellie Goulding,Nov 6 2015,['Pop/Rock'],['Interscope'],70
Get Weird,Little Mix,Nov 6 2015,['Pop'],['Sony Music'],66
Florence,Darren Hayman,Nov 6 2015,['Pop/Rock'],['Fika Recordings'],74
Seems Unfair,Trust Fund,Nov 6 2015,['Pop/Rock'],['Turnstile'],77
Paradise Is There: The New Tigerlily Recordings,Natalie Merchant,Nov 6 2015,['Pop/Rock'],['Nonesuch'],78
Vulnicura Strings,Björk,Nov 6 2015,['Electronic'],['Embassy of Music'],80
Early Risers,Soldiers of Fortune,Nov 6 2015,['Pop/Rock'],['Mexican Summer'],76
One,Kate Boy,Nov 6 2015,['Pop/Rock'],['Fiction'],74
Damn Country Music,Tim McGraw,Nov 6 2015,['Pop/Rock'],['Big Machine Records'],74
Cool Uncle,Cool Uncle,Nov 6 2015,['R&B'],['Fresh Young Minds'],73
"And After That, We Didn't Talk",GoldLink,Nov 6 2015,['Rap'],[],72
Many Colours,Colder,Nov 6 2015,['Electronic'],['Bataille'],79
In Triangle Time,Kelley Stoltz,Nov 6 2015,['Pop/Rock'],['Castle Face'],84
MMM [Mixtape],Puff Daddy,Nov 4 2015,['Rap'],['Bad Boy'],69
Mr. Misunderstood,Eric Church,Nov 3 2015,['Country'],['EMI'],84
Slime Season 2 [Mixtape],Young Thug,Oct 31 2015,['Rap'],[],81
Money Shot,Puscifer,Oct 30 2015,['Pop/Rock'],['Puscifer'],68
Dealer,Foxing,Oct 30 2015,['Pop/Rock'],['Triple Crown Records'],76
The Things We Do To Find People Who Feel Like Us,Beach Slang,Oct 30 2015,['Punk'],['Polyvinyl'],78
Get Up,Bryan Adams,Oct 30 2015,['Pop/Rock'],"['UMe ', ' Universal']",57
Return to the Moon,EL VY,Oct 30 2015,['Pop/Rock'],['4AD'],73
Many Moons,Martin Courtney,Oct 30 2015,['Pop/Rock'],['Domino'],75
Silver Bullets,The Chills,Oct 30 2015,['Pop/Rock'],['Fire Records'],79
So Familiar,Steve Martin,Oct 30 2015,['Bluegrass'],['Rounder'],69
Bleeds,Roots Manuva,Oct 30 2015,['Rap'],['Big Dada'],80
Courting the Squall,Guy Garvey,Oct 30 2015,['Pop/Rock'],['Polydor'],75
Communion,Rabit,Oct 30 2015,['Electronic'],['Tri Angle'],80
Manhattan,Jeffrey Lewis & Los Bolts,Oct 30 2015,['Folk'],['Rough Trade'],77
Mythologies,Cheatahs,Oct 30 2015,['Pop/Rock'],['Wichita Recordings'],73
I Am a Problem: Mind in Pieces,Wolf Eyes,Oct 30 2015,['Pop/Rock'],['Third Man Records'],79
Teens of Style,Car Seat Headrest,Oct 30 2015,['Pop/Rock'],['Matador'],79
Joy of Living: A Tribute to Ewan Maccoll,Various Artists,Oct 30 2015,['Folk'],['Compass'],86
It's a Holiday Soul Party,Sharon Jones & the Dap-Kings,Oct 30 2015,['R&B'],['Daptone'],74
Animal Nature,Escort,Oct 30 2015,['R&B'],['Escort'],68
Manual,Boogarins,Oct 30 2015,['Latin'],['Other Music Recording Company'],77
Sea of Brass,British Sea Power,Oct 30 2015,['Pop/Rock'],['Kartel'],72
American Man,The Yawpers,Oct 30 2015,['Pop/Rock'],['Bloodshot'],75
It's Great to Be Alive! [Live],Drive-By Truckers,Oct 30 2015,['Pop/Rock'],['ATO'],86
Wiped Out!,The Neighbourhood,Oct 30 2015,['Pop'],"['Sony ', ' Columbia']",53
Bad Neighbor,MED,Oct 30 2015,['Rap'],['Bang Ya Head'],81
Rehumanizer,Maserati,Oct 30 2015,['Pop/Rock'],['Temporary Residence'],68
Dissolver,Younghusband,Oct 30 2015,['Pop/Rock'],['ATP'],72
Intermission [EP],Shigeto,Oct 30 2015,['Electronic'],['Ghostly International'],71
To Those of Earth & Other Worlds,Sun Ra & His Arkestra,Oct 30 2015,['Jazz'],['Strut'],82
Amy [Original Motion Picture Soundtrack],Amy Winehouse,Oct 30 2015,['Soundtracks'],['Island'],59
Vertigo,The Necks,Oct 30 2015,['Jazz'],['Northern Spy'],79
Mirrors,Reverend & the Makers,Oct 30 2015,['Pop/Rock'],['Cooking Vinyl'],72
Def Leppard,Def Leppard,Oct 30 2015,['Pop/Rock'],['earMUSIC'],68
Dillatronic,J Dilla,Oct 30 2015,['Rap'],['Vintage Vibez'],74
"Ork Records: New York, New York",Various Artists,Oct 30 2015,['Pop/Rock'],['Numero'],90
Collaborative Works,Ólafur Arnalds,Oct 30 2015,[],[],81
All of Something,Sports,Oct 30 2015,['Pop/Rock'],['Father'],82
Kill the One You Love,GEMS,Oct 30 2015,['Pop/Rock'],['Carpark Records'],77
Make America Psycho Again,Fall Out Boy,Oct 30 2015,['Pop/Rock'],['Island'],60
Loaded [Re-Loaded 45th Anniversary Edition Box Set],The Velvet Underground,Oct 30 2015,['Pop/Rock'],['Rhino'],83
Texture Like Sun,Mo Kolours,Oct 30 2015,['Rap'],['One-Handed Music'],78
In Situ,Laurel Halo,Oct 30 2015,['Electronic'],"[""Honest Jon's""]",73
Dying Surfer Meets His Maker,All Them Witches,Oct 30 2015,['Pop/Rock'],['New West'],72
International Blackjazz Society,Shining,Oct 23 2015,['Experimental'],['Spinefarm Records'],77
Divers,Joanna Newsom,Oct 23 2015,['Pop/Rock'],['Drag City'],88
Central Belters,Mogwai,Oct 23 2015,['Pop/Rock'],['Chemikal Underground'],85
II,Fuzz,Oct 23 2015,['Pop/Rock'],['In the Red Records'],79
Storyteller,Carrie Underwood,Oct 23 2015,['Country'],['Columbia'],74
Pylon,Killing Joke,Oct 23 2015,['Pop/Rock'],['Spinefarm Records'],77
Sun Leads Me On,Half Moon Run,Oct 23 2015,['Alternative/Indie Rock'],['Glassnote Entertainment Group'],74
Sounds Good Feels Good,5 Seconds of Summer,Oct 23 2015,['Pop'],['Capitol'],67
Deeper than Sky,Vhol,Oct 23 2015,['Pop/Rock'],['Profound Lore'],86
Another Country,Rod Stewart,Oct 23 2015,['Pop/Rock'],['Capitol'],57
Pretend,Seinabo Sey,Oct 23 2015,['R&B'],['Virgin'],69
Pray for Rain,Pure Bathing Culture,Oct 23 2015,['Pop/Rock'],['Memphis Industries'],69
Angels & Ghosts,Dave Gahan & the Soulsavers,Oct 23 2015,['Electronic'],['Columbia'],67
Liberman,Vanessa Carlton,Oct 23 2015,['Pop/Rock'],['Dine Alone'],77
Elsewhere,Denai Moore,Oct 23 2015,['Pop/Rock'],['Rhino'],75
I Changed a Lot,DJ Khaled,Oct 23 2015,['Rap'],['Relativity Entertainment'],63
Thank Your Lucky Stars,Beach House,Oct 16 2015,['Pop/Rock'],['Sub Pop'],80
Under The Same Sky,Basic Soul Unit,Oct 16 2015,['Electronic'],[],76
Fading Frontier,Deerhunter,Oct 16 2015,['Pop/Rock'],['4AD'],81
The Color Before the Sun,Coheed and Cambria,Oct 16 2015,['Emo'],"['300 Entertainment ', ' Atlantic ', ' Elektra ', ' Warner']",70
As If,!!! [Chik Chik Chik],Oct 16 2015,['Electronic'],['Warp'],74
Are You Alone?,Majical Cloudz,Oct 16 2015,['Comedy'],['Matador'],80
Life,Dan Friel,Oct 16 2015,['Electronic'],['Thrill Jockey'],82
British Nuclear Bunkers,Luke Haines,Oct 16 2015,['Alternative/Indie Rock'],['Cherry Red'],77
VEGA INTL. Night School,Neon Indian,Oct 16 2015,['Pop/Rock'],['Mom + Pop Music'],79
Everybody Come to Church,Evil Blizzard,Oct 16 2015,['Electronic'],['Louder Than War'],80
Confident,Demi Lovato,Oct 16 2015,['Pop'],['Hollywood'],74
All We Need,Raury,Oct 16 2015,['R&B'],['Columbia'],65
Tape Loops,Chris Walla,Oct 16 2015,['Electronic'],['Transrecords'],67
Òran Mòr Session,The Twilight Sad,Oct 16 2015,['Pop/Rock'],['Fat Cat'],70
Around the World & Back,State Champs,Oct 16 2015,['Pop/Rock'],['Pure Noise'],83
Sermon on the Rocks,Josh Ritter,Oct 16 2015,['Folk'],['Pytheas Recordings'],79
Holdin' the Bag,Supersuckers,Oct 16 2015,['Country'],['Acetate Records'],71
I Thought the Future Would Be Cooler,YACHT,Oct 16 2015,['Pop/Rock'],['Downtown'],66
Real Life,Real Lies,Oct 16 2015,['Electronic'],['Marathon Artists'],67
Howl,Rival Consoles,Oct 16 2015,['Electronic'],['Erased Tapes Records'],80
"Electronica, Vol. 1: The Time Machine",Jean Michel Jarre,Oct 16 2015,['Electronic'],['RCA'],63
Magnetic Bodies/Maps of Bones,Maritime,Oct 16 2015,['Pop/Rock'],['Dangerbird Records'],75
Revolve,John Newman,Oct 16 2015,['Pop'],['Island'],59
Cold Moon,Alela Diane,Oct 16 2015,['Pop/Rock'],['Believe'],76
Hamilton: An American Musical [Original Broadway Cast Recording],Lin-Manuel Miranda,Oct 16 2015,['Rap'],['Atlantic'],85
The Documentary 2.5,The Game,Oct 16 2015,['Rap'],['Entertainment One Music'],79
American Tragic,Wax Idols,Oct 16 2015,['Pop/Rock'],['Collect Records'],77
Blanket Waves [EP],Inventions,Oct 16 2015,['Electronic'],['Temporary Residence'],60
Bizarster,Luke Vibert,Oct 16 2015,['Electronic'],['Planet Mu'],68
Here in the Deep,Dave Heumann,Oct 16 2015,['Pop/Rock'],['Thrill Jockey'],73
Now I'm Ready,Keep Shelly in Athens,Oct 16 2015,['Electronic'],['Friends of Friends'],67
Be Small,Here We Go Magic,Oct 16 2015,['Pop/Rock'],['Secretly Canadian'],80
Son Little,Son Little,Oct 16 2015,['R&B'],"['Anti ', ' Epitaph']",75
Dream All Over,Gun Outfit,Oct 16 2015,['Pop/Rock'],['Paradise of Bachelors'],84
Country Agenda,Alex Bleeker & the Freaks,Oct 16 2015,['Pop/Rock'],['ADA'],69
Tape Hiss,Rats on Rafts,Oct 16 2015,['Pop/Rock'],['Fire Records'],71
Heartache City,CocoRosie,Oct 16 2015,['Electronic'],['Lost Girl Records'],66
Best Blues,Small Black,Oct 16 2015,['Pop/Rock'],['Jagjaguwar'],61
Shape Shift,Zombi,Oct 16 2015,['Pop/Rock'],['Relapse Records'],74
Alberta Cross,Alberta Cross,Oct 16 2015,['Pop/Rock'],['Dine Alone'],78
Christine and the Queens,Christine and the Queens,Oct 16 2015,['Pop'],"['Atlantic ', ' Because Music ', ' Neon Gold']",85
Hallucinogen [EP],Kelela,Oct 9 2015,['R&B'],[],78
"Grey Tickles, Black Pressure",John Grant,Oct 9 2015,['Pop/Rock'],['Partisan'],82
Sore,Dilly Dally,Oct 9 2015,['Pop/Rock'],"['Partisan ', ' PTKF']",81
Incidental Hum,Glenn Mercer,Oct 9 2015,,"['Bar', 'None Records']",76
Still Got That Hunger,The Zombies,Oct 9 2015,['Pop/Rock'],['The End'],61
We the Generation,Rudimental,Oct 9 2015,['Electronic'],['Asylum'],67
The Agent Intellect,Protomartyr,Oct 9 2015,['Pop/Rock'],['Hardly Art'],85
Beach Music,Alex G,Oct 9 2015,['Pop/Rock'],['Domino'],73
Surrender,Hurts,Oct 9 2015,['Pop/Rock'],['Columbia'],61
Resolution,Penetration,Oct 9 2015,['Punk'],['Polestar Music Ltd'],71
If I Should Go Before You,City and Colour,Oct 9 2015,['Singer/Songwriter'],['Dine Alone'],75
Silver Season,Israel Nash,Oct 9 2015,['Pop/Rock'],['Loose Music'],84
35 MPH Town,Toby Keith,Oct 9 2015,['Country'],['Show Dog Universal Music'],62
Revival,Selena Gomez,Oct 9 2015,['Pop'],['Interscope'],74
Things That Can't Be Undone,Corb Lund,Oct 9 2015,['Country'],['New West'],78
No No,Co La,Oct 9 2015,['Indie Electronic'],['Software'],75
Safe,Visionist,Oct 9 2015,['Electronic'],['Pan'],83
Try to Be Hopeful,The Spook School,Oct 9 2015,['Pop/Rock'],['Fortuna Pop'],81
St. Germain,St. Germain,Oct 9 2015,['Electronic'],['Nonesuch'],73
The Documentary 2,The Game,Oct 9 2015,['Rap'],['eOne'],75
For the Company,Little May,Oct 9 2015,['Pop/Rock'],['Island'],63
Adrenalin Baby: Live,Johnny Marr,Oct 9 2015,['Britpop'],['New Voodoo'],73
Oh My Goodness,Donnie Fritts,Oct 9 2015,['R&B'],['Single Lock Records'],82
In Dream,Editors,Oct 2 2015,['Pop/Rock'],['PIAS'],66
V,Wavves,Oct 2 2015,['Pop/Rock'],['Warner Bros.'],77
Fast Forward,Joe Jackson,Oct 2 2015,['Pop/Rock'],['earMUSIC'],81
The Light in You,Mercury Rev,Oct 2 2015,['Pop/Rock'],['Bella Union'],75
Cradle to the Grave,Squeeze,Oct 2 2015,['Pop/Rock'],['Caroline'],75
New Bermuda,Deafheaven,Oct 2 2015,['Pop/Rock'],['Anti'],85
Arms Around a Vision,Girls Names,Oct 2 2015,['Pop/Rock'],['Tough Love'],75
Zipper Down,Eagles of Death Metal,Oct 2 2015,['Pop/Rock'],['Universal Music'],73
Unbreakable,Janet Jackson,Oct 2 2015,['R&B'],['Rhythm Nation'],75
Foam Island,Darkstar,Oct 2 2015,['Electronic'],['Warp'],71
Ruff,Born Ruffians,Oct 2 2015,['Pop/Rock'],['Yep Roc'],69
Age of Transparency,Autre Ne Veut,Oct 2 2015,['R&B'],['Downtown'],79
Women's Rights,Childbirth,Oct 2 2015,['Pop/Rock'],['Suicide Squeeze'],58
Radio Static High,Hey Colossus,Oct 2 2015,['Pop/Rock'],['Rocket Recordings'],88
Exhausting Fire,Kylesa,Oct 2 2015,['Pop/Rock'],['Season of Mist'],78
Stories,Avicii,Oct 2 2015,['Pop/Rock'],['Island'],64
All Across This Land,Blitzen Trapper,Oct 2 2015,['Experimental'],['Vagrant'],68
Why Choose,Shopping,Oct 2 2015,['Pop/Rock'],['Fat Cat'],77
American Dreamer,Frankie Lee,Oct 2 2015,['Pop/Rock'],['Loose Music'],80
I Need New Eyes,Larry Gus,Oct 2 2015,['Pop/Rock'],['DFA'],65
All Things Under Heaven,The Icarus Line,Oct 2 2015,['Pop/Rock'],['MRI'],85
Silence in the Snow,Trivium,Oct 2 2015,['Pop/Rock'],['Roadrunner Records'],80
Darker Than Blue,Blue Daisy,Oct 2 2015,['Electronic'],"['R&S ', ' R&S Records']",74
The  Loud Silence,Donato Dozzy,Oct 2 2015,['Electronic'],['Forced Exposure'],75
Tug of War [Deluxe Edition],Paul McCartney,Oct 2 2015,['Pop/Rock'],['Universal'],79
Pipes of Peace [Deluxe Edition],Paul McCartney,Oct 2 2015,['Pop/Rock'],['Universal'],56
For Use and Delight,Promised Land Sound,Oct 2 2015,['Pop/Rock'],['Paradise of Bachelors'],84
Psychic Warfare,Clutch,Oct 2 2015,['Pop/Rock'],['Weathermaker Music'],76
Trevor Jackson Presents: Science Fiction Dancehall Classics,Various Artists,Oct 2 2015,['Dub'],['On-U Sound'],86
I Worship Chaos,Children of Bodom,Oct 2 2015,['Death Metal'],['Nuclear Blast'],68
South Broadway Athletic Club,The Bottle Rockets,Oct 2 2015,['Pop/Rock'],['Bloodshot'],81
The  Loneliest Man I Ever Met,Kinky Friedman,Oct 2 2015,['Country'],['Thirty Tigers'],74
Allas Sak,Dungen,Sep 25 2015,['Rock'],['Mexican Summer'],81
Every Open Eye,Chvrches,Sep 25 2015,,['Glassnote'],77
Rub,Peaches,Sep 25 2015,['Electronic'],[],78
Music Complete,New Order,Sep 25 2015,['Pop/Rock'],['Mute US'],76
Have You in My Wilderness,Julia Holter,Sep 25 2015,['Electronic'],['Domino'],87
B'lieve I'm Goin' Down,Kurt Vile,Sep 25 2015,['Pop/Rock'],['Matador'],83
Savage Hills Ballroom,Youth Lagoon,Sep 25 2015,,['Fat Possum'],74
Caracal,Disclosure,Sep 25 2015,['Electronic'],['Island'],73
Holding Hands With Jamie,Girl Band,Sep 25 2015,['Pop/Rock'],['Rough Trade'],78
Half Free,U.S. Girls,Sep 25 2015,['Experimental'],['4AD'],79
Cass County,Don Henley,Sep 25 2015,['Country'],['Capitol'],73
Sexwitch,Sexwitch,Sep 25 2015,['Pop/Rock'],['Echo'],79
Dodge and Burn,The Dead Weather,Sep 25 2015,['Pop/Rock'],['Third Man Records'],75
Fetty Wap,Fetty Wap,Sep 25 2015,['Rap'],['Atlantic'],68
Servant of Love,Patty Griffin,Sep 25 2015,['Folk'],['PGM'],82
1000 Days,Wand,Sep 25 2015,['Pop/Rock'],['Drag City'],76
Ugly Cherries,Pwr Bttm,Sep 25 2015,['Pop/Rock'],['Father'],79
Permanence,No Devotion,Sep 25 2015,['Pop/Rock'],['ADA'],79
Better Nature,Silversun Pickups,Sep 25 2015,['Pop/Rock'],['New Machine'],65
Big Grams [EP],Big Grams,Sep 25 2015,['Rap'],['Epic'],61
From Here,Stick in the Wheel,Sep 25 2015,['Folk'],['Stick in the Wheel'],84
Innocence & Decadence,Graveyard,Sep 25 2015,,['Nuclear Blast'],77
Meow the Jewels,Run the Jewels,Sep 25 2015,['Rap'],['Mass Appeal'],74
Harmlessness,The World Is a Beautiful Place & I Am No Longer Afraid to Die,Sep 25 2015,['Pop/Rock'],['Epitaph'],84
Uncovered,Shawn Colvin,Sep 25 2015,['Folk'],['Fantasy'],69
Fish,Michael Chapman,Sep 25 2015,['Country'],['Tompkins Square'],86
Where All Is Fled,Steve Hauschildt,Sep 25 2015,['Electronic'],['Kranky'],74
Gates of Gold,Los Lobos,Sep 25 2015,['Latin'],['429 Records'],77
"Times Infinity, Vol. 1",The Dears,Sep 25 2015,['Pop/Rock'],['Dangerbird Records'],75
Cold Beer Conversation,George Strait,Sep 25 2015,['Country'],['MCA Nashville'],72
Evermore: The Art of Duality,The Underachievers,Sep 25 2015,['Rap'],['Universal'],73
Slaves Beyond Death,Black Breath,Sep 25 2015,['Pop/Rock'],['Southern Lord Records'],74
1989,Ryan Adams,Sep 21 2015,['Pop/Rock'],['Pax Am'],69
What A Time To Be Alive [Mixtape],Drake & Future,Sep 20 2015,['Rap'],['Cash Money'],70
La Di Da Di,Battles,Sep 18 2015,['Electronic'],['Warp'],73
Crosseyed Heart,Keith Richards,Sep 18 2015,['Pop/Rock'],['Universal'],75
The  Names,Baio,Sep 18 2015,['Pop/Rock'],['Glassnote Entertainment Group'],78
Versions,Idjut Boys,Sep 18 2015,['Electronic'],['Smalltown Supersound'],80
Lost Time,Dave Alvin,Sep 18 2015,['Blues'],['Yep Roc'],80
Rattle That Lock,David Gilmour,Sep 18 2015,['Jazz'],['Columbia'],75
Didn't He Ramble,Glen Hansard,Sep 18 2015,['Pop/Rock'],['Epitaph'],79
Pagans in Vegas,Metric,Sep 18 2015,['Pop/Rock'],['Metric'],65
Nashville Obsolete,Dave Rawlings Machine,Sep 18 2015,['Pop/Rock'],['Acony Records'],87
Sun Coming Down,Ought,Sep 18 2015,['Pop/Rock'],['Constellation'],80
Higher Truth,Chris Cornell,Sep 18 2015,['Grunge'],['Universal'],68
Panic Stations,Motion City Soundtrack,Sep 18 2015,['Pop/Rock'],['Epitaph'],80
GO:OD AM,Mac Miller,Sep 18 2015,['Rap'],['Warner Bros.'],71
All a Man Should Do,Lucero,Sep 18 2015,['Pop/Rock'],['ATO'],80
Ad Infinitum,Telekinesis,Sep 18 2015,['Pop/Rock'],['Merge'],76
Songs to Play,Robert Forster,Sep 18 2015,['Pop/Rock'],['Tapete Records'],79
Honeymoon,Lana Del Rey,Sep 18 2015,['Pop/Rock'],['Interscope'],78
Introducing Darlene Love,Darlene Love,Sep 18 2015,['R&B'],['Sony Music'],68
"Imani, Vol. 1",Blackalicious,Sep 18 2015,['Rap'],['!K7'],76
Days Gone By,Bob Moses,Sep 18 2015,['Electronic'],['Domino'],73
Grief's Infernal Flower,Windhand,Sep 18 2015,['Pop/Rock'],['Relapse Records'],82
Cut With the Cake Knife,Rose McDowall,Sep 18 2015,['Pop/Rock'],['Sacred Bones'],82
Edition 1,King Midas Sound,Sep 18 2015,['Electronic'],['Ninja Tune'],78
The Diet,HeCTA,Sep 18 2015,['Electronic'],['Merge'],71
Wald,Pole,Sep 18 2015,['Electronic'],['Pole'],76
Double Down,Darwin Deez,Sep 18 2015,['Pop/Rock'],['Lucky Number'],64
A Raw Youth,Le Butcherettes,Sep 18 2015,['Pop/Rock'],['Ipecac'],79
Negative Feedback Resistor,Destruction Unit,Sep 18 2015,['Pop/Rock'],['Sacred Bones'],71
Polaris,Tesseract,Sep 18 2015,['Pop/Rock'],['Kscope'],74
A Curious Tale of Trials & Persons,Little Simz,Sep 18 2015,['Rap'],['Age 101'],80
Mothers,Swim Deep,Sep 18 2015,['Pop/Rock'],['RCA'],79
Threat to Survival,Shinedown,Sep 18 2015,['Pop/Rock'],['Atlantic'],59
Mykki Blanco Presesnts C-Ore,Mykki Blanco,Sep 18 2015,['Rap'],['!K7'],73
Timeline,Mild High Club,Sep 18 2015,['Pop/Rock'],['Circle Star'],71
Apologues,Masayoshi Fujita,Sep 18 2015,['Electronic'],['Erased Tapes Records'],78
f(x),Carter Tutti Void,Sep 18 2015,['Electronic'],['Industrial Records'],71
Long Live,Atreyu,Sep 18 2015,['Pop/Rock'],['Spinefarm Records'],84
Back on Top,The Front Bottoms,Sep 18 2015,['Pop/Rock'],['Atlantic'],82
Panhandle Rambler,Joe Ely,Sep 18 2015,['Country'],['Rackem Records'],85
Adults,Blacklisters,Sep 18 2015,['Pop/Rock'],['Smalltown America'],69
Metalmania,Salad Boys,Sep 18 2015,['Pop/Rock'],['Trouble in Mind'],75
Delusion Moon,Meat Wave,Sep 18 2015,['Pop/Rock'],['Side One Dummy'],87
Strangers Again,Judy Collins,Sep 18 2015,['Folk'],['Cleopatra'],68
Slime Season [Mixtape],Young Thug,Sep 16 2015,['Rap'],[],80
Back To The Woods,Angel Haze,Sep 14 2015,['Rap'],[],82
I Cry When I Laugh,Jess Glynne,Sep 11 2015,['Electronic'],['Atlantic'],53
Paper Gods,Duran Duran,Sep 11 2015,['Pop'],['Warner Bros.'],64
"No, No, No",Beirut,Sep 11 2015,['Pop/Rock'],['4AD'],64
Ones and Sixes,Low,Sep 11 2015,['Pop/Rock'],['Sub Pop'],78
Good Sad Happy Bad,Micachu & the Shapes,Sep 11 2015,['Experimental'],['Rough Trade'],70
Keep the Village Alive,Stereophonics,Sep 11 2015,['Pop/Rock'],['Ignition Records'],63
Anthems for Doomed Youth,The Libertines,Sep 11 2015,['Pop/Rock'],['Harvest'],70
Repentless,Slayer,Sep 11 2015,['Pop/Rock'],['Nuclear Blast'],70
The Story of Sonny Boy Slim,"Gary Clark, Jr.",Sep 11 2015,['Blues'],['Warner Bros.'],76
Faith in the Future,Craig Finn,Sep 11 2015,['Pop/Rock'],['Partisan'],76
Hollow Meadows,Richard Hawley,Sep 11 2015,['Pop/Rock'],['Parlophone'],79
Me,Empress Of,Sep 11 2015,['Electronic'],['XL'],82
So There,Ben Folds,Sep 11 2015,['Pop/Rock'],['New West'],66
Love + War,Kwabs,Sep 11 2015,['R&B'],['Atlantic'],78
La  Vie Est Belle,Petite Noir,Sep 11 2015,['Pop/Rock'],['Domino'],79
That's the Spirit,Bring Me the Horizon,Sep 11 2015,['Pop/Rock'],['RCA'],88
Ropewalk,The View,Sep 11 2015,['Pop/Rock'],['Cooking Vinyl Records'],74
Till It's All Forgotten,Farao,Sep 11 2015,['Pop/Rock'],['Arts & Crafts'],70
90059,Jay Rock,Sep 11 2015,['Rap'],['Empire Distribution'],79
Hollywood Vampires,Hollywood Vampires,Sep 11 2015,['Pop/Rock'],['Universal'],69
Gone by the Dawn,Shannon and the Clams,Sep 11 2015,['Pop/Rock'],['Hardly Art'],74
Late Night Tales,Nils Frahm,Sep 11 2015,['Electronic'],['LateNightTales'],81
The Southern Surreal,The Legendary Shack Shakers,Sep 11 2015,['Pop/Rock'],['Alternative Tentacles'],77
HitNRun: Phase One,Prince,Sep 7 2015,,[],53
Alone & Unreal: The Best of the Clientele [Deluxe Edition],The Clientele,Sep 4 2015,['Pop/Rock'],['Merge'],90
What the World Needs Now,Public Image Ltd.,Sep 4 2015,['Pop/Rock'],['PiL Official'],72
Invite the Light,Dâm-Funk,Sep 4 2015,['R&B'],['Stones Throw'],77
Everybody's a Good Dog,Diane Coffee,Sep 4 2015,['Pop/Rock'],['Western Vinyl Records'],68
Find a Way to Care,John Mayall,Sep 4 2015,['Blues'],['Forty Below Records'],70
Too,FIDLAR,Sep 4 2015,['Pop/Rock'],['Mom + Pop Music'],76
The Book of Souls,Iron Maiden,Sep 4 2015,['Pop/Rock'],['BMG'],80
"Yours, Dreamily",The Arcs,Sep 4 2015,['Pop/Rock'],['Nonesuch'],76
The Night Creeper,Uncle Acid and the Deadbeats,Sep 4 2015,['Pop/Rock'],['Rise Above Records'],71
All Yours,Widowspeak,Sep 4 2015,['Pop/Rock'],['Captured Tracks'],77
Discreet Desires,Helena Hauff,Sep 4 2015,['Electronic'],['Ninja Tune'],70
23 Live Sex Acts [Live],Against Me!,Sep 4 2015,['Pop/Rock'],['Universal'],78
Brace the Wave,Lou Barlow,Sep 4 2015,['Pop/Rock'],['Joyful Noise'],71
The Original Faces,Helen,Sep 4 2015,['Pop/Rock'],['Kranky'],78
No Closer to Heaven,The Wonder Years,Sep 4 2015,['Pop/Rock'],['Hopeless Records'],91
Illegals in Heaven,Blank Realm,Sep 4 2015,['Pop/Rock'],['Fire Records'],78
Rodeo,Travis Scott,Sep 4 2015,['Rap'],['Epic'],64
Can't Fly Without Gravity,k-os,Sep 4 2015,['Rap'],['Dine Alone'],80
